CustomerKey,LastPurchaseDate,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,CustomerSegment,FirstName,LastName,Gender,AnnualIncome,Occupation,RecentOrders,RecentRevenue,PreviousOrders,PreviousRevenue,OrderFrequencyChange,RevenueChange,RecencyRisk,FrequencyRisk,RevenueRisk,HighValueRisk,ChurnRiskScore,ChurnRiskLevel,RevenueDeclineValue,RevenueAtRisk,PriorityScore
17658,2017-02-27,123,1,14.56,3,1,1,311,5,Needs Attention,JADE,HOWARD,F,"$20,000 ",Manual,0.0,0.0,1.0,14.56,-1.0,-1.0,30,25,20,0,75,Critical,14.56,14.56,1092.0
17659,2017-02-05,145,1,1718.97,3,1,4,314,8,Needs Attention,JODI,TANG,F,"$60,000 ",Skilled Manual,0.0,0.0,1.0,1718.97,-1.0,-1.0,30,25,20,0,75,Critical,1718.97,1718.97,128922.75
17660,2017-02-08,142,1,1728.95,3,1,4,314,8,Needs Attention,SETH,YOUNG,M,"$60,000 ",Skilled Manual,0.0,0.0,1.0,1728.95,-1.0,-1.0,30,25,20,0,75,Critical,1728.95,1728.95,129671.25
17661,2017-02-07,143,1,1718.2784,3,1,4,314,8,Needs Attention,NATALIE,SMITH,F,"$40,000 ",Clerical,0.0,0.0,1.0,1718.2784,-1.0,-1.0,30,25,20,0,75,Critical,1718.2784,1718.2784,128870.87999999999
17662,2017-02-05,145,1,1772.2684,3,1,4,314,8,Needs Attention,JOSE,WASHINGTON,M,"$40,000 ",Clerical,0.0,0.0,1.0,1772.2684,-1.0,-1.0,30,25,20,0,75,Critical,1772.2684,1772.2684,132920.13
17663,2016-09-24,279,1,9.57,1,1,1,111,3,Lost Customers,ELIZABETH,HAYES,F,"$30,000 ",Clerical,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,0,40,At Risk,0.0,0.0,0.0
17664,2016-12-06,206,1,671.6904,2,1,3,213,6,Lost Customers,DEVIN,ROBINSON,M,"$30,000 ",Clerical,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,0,40,At Risk,0.0,0.0,0.0
17665,2017-05-06,55,1,38.6342,4,1,1,411,6,Potential Loyalists,ZACHARY,JENKINS,M,"$30,000 ",Clerical,1.0,38.6342,0.0,0.0,0.0,0.0,0,0,0,0,0,Healthy,0.0,0.0,0.0
17666,2017-02-28,122,1,1734.6342,3,1,4,314,8,Needs Attention,STEVEN,TORRES,M,"$40,000 ",Clerical,0.0,0.0,1.0,1734.6342,-1.0,-1.0,30,25,20,0,75,Critical,1734.6342,1734.6342,130097.565
17667,2017-02-16,134,1,1781.7304,3,1,4,314,8,Needs Attention,JAIME,RAI,M,"$40,000 ",Clerical,0.0,0.0,1.0,1781.7304,-1.0,-1.0,30,25,20,0,75,Critical,1781.7304,1781.7304,133629.78
17668,2016-12-26,186,1,567.95,2,1,3,213,6,Lost Customers,EDUARDO,PETERSON,M,"$30,000 ",Skilled Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,0,40,At Risk,0.0,0.0,0.0
17669,2016-12-24,188,1,655.5362,2,1,3,213,6,Lost Customers,OLIVIA,RIVERA,F,"$30,000 ",Skilled Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,0,40,At Risk,0.0,0.0,0.0
17670,2016-12-07,205,1,539.99,2,1,3,213,6,Lost Customers,GABRIELLE,ALEXANDER,F,"$30,000 ",Skilled Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,0,40,At Risk,0.0,0.0,0.0
17671,2016-12-15,197,1,590.95,2,1,3,213,6,Lost Customers,EMMA,STEWART,F,"$30,000 ",Skilled Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,0,40,At Risk,0.0,0.0,0.0
17672,2016-12-15,197,1,539.99,2,1,3,213,6,Lost Customers,THOMAS,COLEMAN,M,"$30,000 ",Skilled Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,0,40,At Risk,0.0,0.0,0.0
17675,2017-04-29,62,1,129.98,4,1,3,413,8,Potential Loyalists,ROSA,LI,F,"$30,000 ",Skilled Manual,1.0,129.98,0.0,0.0,0.0,0.0,10,0,0,0,10,Healthy,0.0,0.0,0.0
17676,2016-12-03,209,1,603.49,2,1,3,213,6,Lost Customers,EUGENE,YANG,M,"$30,000 ",Skilled Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,0,40,At Risk,0.0,0.0,0.0
17677,2017-02-01,149,1,1734.6342,3,1,4,314,8,Needs Attention,LAWRENCE,HERNANDEZ,M,"$40,000 ",Clerical,0.0,0.0,1.0,1734.6342,-1.0,-1.0,30,25,20,0,75,Critical,1734.6342,1734.6342,130097.565
17678,2017-03-04,118,1,1735.98,3,1,4,314,8,Needs Attention,JULIO,BLANCO,M,"$40,000 ",Clerical,0.0,0.0,1.0,1735.98,-1.0,-1.0,20,25,20,0,65,Critical,1735.98,1735.98,112838.7
17679,2017-04-21,70,1,43.6242,4,1,1,411,6,Potential Loyalists,JOE,MEHTA,M,"$40,000 ",Clerical,1.0,43.6242,0.0,0.0,0.0,0.0,10,0,0,0,10,Healthy,0.0,0.0,0.0
17680,2017-02-20,130,1,55.6242,3,1,1,311,5,Needs Attention,MACKENZIE,GRAY,F,"$40,000 ",Clerical,0.0,0.0,1.0,55.6242,-1.0,-1.0,30,25,20,0,75,Critical,55.6242,55.6242,4171.8150000000005
17681,2017-03-19,103,1,1734.6342,4,1,4,414,9,Potential Loyalists,ROBERT,CARTER,M,"$40,000 ",Clerical,0.0,0.0,1.0,1734.6342,-1.0,-1.0,20,25,20,0,65,Critical,1734.6342,1734.6342,112751.223
17682,2017-01-09,172,1,73.48,3,1,2,312,6,Needs Attention,ANNA,RAMIREZ,F,"$80,000 ",Skilled Manual,0.0,0.0,1.0,73.48,-1.0,-1.0,30,25,20,0,75,Critical,73.48,73.48,5511.0
17683,2016-09-09,294,1,9.98,1,1,1,111,3,Lost Customers,JENNA,EVANS,F,"$80,000 ",Skilled Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,0,40,At Risk,0.0,0.0,0.0
17684,2017-05-20,41,1,9.98,5,1,1,511,7,Potential Loyalists,LESLIE,GOMEZ,F,"$80,000 ",Skilled Manual,1.0,9.98,0.0,0.0,0.0,0.0,0,0,0,0,0,Healthy,0.0,0.0,0.0
17685,2016-08-05,329,1,14.97,1,1,1,111,3,Lost Customers,DIANA,TORRES,F,"$80,000 ",Skilled Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,0,40,At Risk,0.0,0.0,0.0
17686,2016-11-09,233,1,64.56,2,1,2,212,5,Lost Customers,JACK,GRIFFIN,M,"$60,000 ",Skilled Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,0,40,At Risk,0.0,0.0,0.0
17688,2017-02-25,125,1,9.98,3,1,1,311,5,Needs Attention,PEDRO,SUBRAM,M,"$60,000 ",Skilled Manual,0.0,0.0,1.0,9.98,-1.0,-1.0,30,25,20,0,75,Critical,9.98,9.98,748.5
17689,2017-01-15,166,1,9.98,3,1,1,311,5,Needs Attention,MARY,YOUNG,F,"$50,000 ",Skilled Manual,0.0,0.0,1.0,9.98,-1.0,-1.0,30,25,20,0,75,Critical,9.98,9.98,748.5
17690,2017-03-05,117,1,1700.99,3,1,4,314,8,Needs Attention,JENNA,GONZALEZ,F,"$50,000 ",Skilled Manual,0.0,0.0,1.0,1700.99,-1.0,-1.0,20,25,20,0,65,Critical,1700.99,1700.99,110564.35
17691,2017-05-12,49,1,1802.0762,5,1,4,514,10,Potential Loyalists,ALEXANDRIA,BRADLEY,F,"$50,000 ",Skilled Manual,1.0,1802.0762,0.0,0.0,0.0,0.0,0,0,0,0,0,Healthy,0.0,0.0,0.0
17692,2017-03-07,115,1,27.2684,3,1,1,311,5,Needs Attention,EMILY,SMITH,F,"$50,000 ",Skilled Manual,0.0,0.0,1.0,27.2684,-1.0,-1.0,20,25,20,0,65,Critical,27.2684,27.2684,1772.446
17693,2016-10-01,272,1,27.2684,1,1,1,111,3,Lost Customers,JUSTIN,JENKINS,M,"$50,000 ",Skilled Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,0,40,At Risk,0.0,0.0,0.0
17694,2016-10-21,252,1,9.98,2,1,1,211,4,Lost Customers,JOAN,CARTER,F,"$50,000 ",Skilled Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,0,40,At Risk,0.0,0.0,0.0
17695,2016-11-03,239,1,80.87,2,1,2,212,5,Lost Customers,HUNTER,WASHINGTON,M,"$50,000 ",Skilled Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,0,40,At Risk,0.0,0.0,0.0
17696,2017-01-10,171,1,43.6242,3,1,1,311,5,Needs Attention,MADISON,SIMMONS,,"$50,000 ",Skilled Manual,0.0,0.0,1.0,43.6242,-1.0,-1.0,30,25,20,0,75,Critical,43.6242,43.6242,3271.815
17698,2016-11-05,237,1,82.95,2,1,2,212,5,Lost Customers,XAVIER,BUTLER,M,"$60,000 ",Skilled Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,0,40,At Risk,0.0,0.0,0.0
17699,2017-01-03,178,1,80.87,3,1,2,312,6,Needs Attention,JESSE,BELL,M,"$60,000 ",Skilled Manual,0.0,0.0,1.0,80.87,-1.0,-1.0,30,25,20,0,75,Critical,80.87,80.87,6065.25
17700,2016-07-22,343,2,2803.264,1,5,5,155,11,At Risk,HECTOR,TORRES,M,"$10,000 ",Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
17701,2017-03-22,100,2,67.0562,4,5,2,452,11,Loyal Customers,CASSIDY,WASHINGTON,F,"$10,000 ",Manual,0.0,0.0,1.0,9.98,-1.0,-1.0,20,25,20,0,65,Critical,9.98,9.98,648.7
17702,2017-04-10,81,2,111.6362,4,5,2,452,11,Loyal Customers,JACK,KING,M,"$10,000 ",Manual,1.0,54.559999999999995,0.0,0.0,0.0,0.0,10,0,0,0,10,Healthy,0.0,0.0,0.0
17703,2016-12-02,210,1,120.8926,2,1,2,212,5,Lost Customers,PAMELA,FERNANDEZ,F,"$10,000 ",Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,0,40,At Risk,0.0,0.0,0.0
17704,2016-10-06,267,1,64.53999999999999,1,1,2,112,4,Lost Customers,NELSON,MORENO,M,"$10,000 ",Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,0,40,At Risk,0.0,0.0,0.0
17705,2017-04-28,63,2,67.24,4,5,2,452,11,Loyal Customers,KELVIN,GUO,M,"$20,000 ",Clerical,1.0,7.28,0.0,0.0,0.0,0.0,10,0,0,0,10,Healthy,0.0,0.0,0.0
17706,2016-12-04,208,1,87.91,2,1,2,212,5,Lost Customers,GABRIEL,COLEMAN,M,"$10,000 ",Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,0,40,At Risk,0.0,0.0,0.0
17707,2017-01-24,157,1,39.55,3,1,1,311,5,Needs Attention,MINDY,DENG,F,"$10,000 ",Manual,0.0,0.0,1.0,39.55,-1.0,-1.0,30,25,20,0,75,Critical,39.55,39.55,2966.25
17708,2017-05-16,45,1,57.0762,5,1,1,511,7,Potential Loyalists,TIMOTHY,SNEATH,M,"$20,000 ",Clerical,1.0,57.0762,0.0,0.0,0.0,0.0,0,0,0,0,0,Healthy,0.0,0.0,0.0
17709,2017-05-02,59,2,135.8826,4,5,3,453,12,Loyal Customers,MARTIN,RAMAN,M,"$20,000 ",Clerical,1.0,79.96,0.0,0.0,0.0,0.0,0,0,0,0,0,Healthy,0.0,0.0,0.0
17710,2017-01-27,154,2,142.2284,3,5,3,353,11,Needs Attention,NATALIE,STEWART,F,"$30,000 ",Clerical,0.0,0.0,1.0,48.6242,-1.0,-1.0,30,25,20,0,75,Critical,48.6242,48.6242,3646.815
17711,2017-01-06,175,1,134.94,3,1,3,313,7,Needs Attention,KRISTIN,LUO,F,"$20,000 ",Clerical,0.0,0.0,1.0,134.94,-1.0,-1.0,30,25,20,0,75,Critical,134.94,134.94,10120.5
17712,2017-01-14,167,1,91.94,3,1,2,312,6,Needs Attention,GARY,BLANCO,M,"$10,000 ",Manual,0.0,0.0,1.0,91.94,-1.0,-1.0,30,25,20,0,75,Critical,91.94,91.94,6895.5
17713,2016-10-21,252,1,104.95,2,1,2,212,5,Lost Customers,DAVID,JOHNSON,M,"$10,000 ",Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,0,40,At Risk,0.0,0.0,0.0
17714,2016-11-06,236,2,2735.0717,2,5,4,254,11,At Risk,TANYA,GUTIERREZ,F,"$20,000 ",Clerical,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
17715,2016-08-09,325,2,2828.264,1,5,5,155,11,At Risk,RAFAEL,PAL,M,"$20,000 ",Clerical,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
17716,2016-11-17,225,2,2701.4275,2,5,4,254,11,At Risk,CESAR,GONZALEZ,M,"$20,000 ",Clerical,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
17717,2016-09-12,291,2,2877.5987,1,5,5,155,11,At Risk,JEREMIAH,MILLER,M,"$10,000 ",Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
17718,2017-01-20,161,1,64.53999999999999,3,1,2,312,6,Needs Attention,LINDSAY,JAI,F,"$20,000 ",Clerical,0.0,0.0,1.0,64.53999999999999,-1.0,-1.0,30,25,20,0,75,Critical,64.53999999999999,64.53999999999999,4840.499999999999
17720,2016-10-18,255,2,2797.4851,2,5,5,255,12,At Risk,DEANNA,DIAZ,F,"$30,000 ",Clerical,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
17721,2016-09-30,273,1,108.5942,1,1,2,112,4,Lost Customers,CHERYL,ALAN,F,"$10,000 ",Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,0,40,At Risk,0.0,0.0,0.0
17722,2016-09-13,290,2,3882.5525,1,5,5,155,11,At Risk,JEROME,SERRANO,M,"$20,000 ",Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
17723,2017-04-07,84,2,167.86,4,5,3,453,12,Loyal Customers,JOHNATHAN,MALHOTRA,M,"$30,000 ",Clerical,1.0,42.93,0.0,0.0,0.0,0.0,10,0,0,0,10,Healthy,0.0,0.0,0.0
17724,2017-02-12,138,1,73.92,3,1,2,312,6,Needs Attention,SHEILA,BLANCO,F,"$10,000 ",Manual,0.0,0.0,1.0,73.92,-1.0,-1.0,30,25,20,0,75,Critical,73.92,73.92,5544.0
17725,2016-12-15,197,1,1000.4375,2,1,3,213,6,Lost Customers,DANIEL,MARTINEZ,M,"$10,000 ",Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,0,40,At Risk,0.0,0.0,0.0
17726,2016-12-05,207,1,1045.6859,2,1,4,214,7,Lost Customers,CAROLINE,GRIFFIN,F,"$10,000 ",Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,0,40,At Risk,0.0,0.0,0.0
17727,2016-10-07,266,1,43.96,1,1,1,111,3,Lost Customers,MONIQUE,GILL,F,"$10,000 ",Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,0,40,At Risk,0.0,0.0,0.0
17728,2017-01-06,175,1,1062.9775,3,1,4,314,8,Needs Attention,MARIA,PERRY,F,"$10,000 ",Manual,0.0,0.0,1.0,1062.9775,-1.0,-1.0,30,25,20,0,75,Critical,1062.9775,1062.9775,79723.3125
17729,2016-10-04,269,1,138.0073,1,1,3,113,5,Lost Customers,EDGAR,GARCIA,M,"$10,000 ",Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,0,40,At Risk,0.0,0.0,0.0
17730,2017-01-04,177,1,1080.5037,3,1,4,314,8,Needs Attention,BRIDGET,TANG,F,"$10,000 ",Manual,0.0,0.0,1.0,1080.5037,-1.0,-1.0,30,25,20,0,75,Critical,1080.5037,1080.5037,81037.7775
17731,2017-06-07,23,1,49.85,5,1,1,511,7,Potential Loyalists,TRACY,SHARMA,F,"$10,000 ",Manual,1.0,49.849999999999994,0.0,0.0,0.0,0.0,0,0,0,0,0,Healthy,0.0,0.0,0.0
17732,2017-01-17,164,1,1054.4275,3,1,4,314,8,Needs Attention,ALLEN,RODRIGUEZ,M,"$20,000 ",Clerical,0.0,0.0,1.0,1054.4275,-1.0,-1.0,30,25,20,0,75,Critical,1054.4275,1054.4275,79082.0625
17733,2017-01-21,160,1,1081.1779,3,1,4,314,8,Needs Attention,ALBERTO,GILL,M,"$20,000 ",Clerical,0.0,0.0,1.0,1081.1779,-1.0,-1.0,30,25,20,0,75,Critical,1081.1779,1081.1779,81088.3425
17734,2017-01-03,178,1,1000.4375,3,1,3,313,7,Needs Attention,LEAH,SUN,F,"$20,000 ",Clerical,0.0,0.0,1.0,1000.4375,-1.0,-1.0,30,25,20,0,75,Critical,1000.4375,1000.4375,75032.8125
17735,2017-02-09,141,1,1054.4275,3,1,4,314,8,Needs Attention,CONNOR,YANG,M,"$10,000 ",Manual,0.0,0.0,1.0,1054.4275,-1.0,-1.0,30,25,20,0,75,Critical,1054.4275,1054.4275,79082.0625
17736,2017-02-27,123,1,1053.4075,3,1,4,314,8,Needs Attention,KRISTINE,VAZQUEZ,F,"$10,000 ",Manual,0.0,0.0,1.0,1053.4075,-1.0,-1.0,30,25,20,0,75,Critical,1053.4075,1053.4075,79005.5625
17737,2016-12-04,208,1,59.98,2,1,1,211,4,Lost Customers,NICOLE,GONZALES,F,"$20,000 ",Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,0,40,At Risk,0.0,0.0,0.0
17738,2016-08-25,309,1,49.98,1,1,1,111,3,Lost Customers,NICOLAS,DENG,M,"$20,000 ",Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,0,40,At Risk,0.0,0.0,0.0
17739,2016-12-17,195,2,2736.4175,2,5,4,254,11,At Risk,COLIN,CAI,M,"$20,000 ",Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
17740,2016-09-27,276,1,77.96,1,1,2,112,4,Lost Customers,COLLEEN,LIANG,F,"$20,000 ",Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,0,40,At Risk,0.0,0.0,0.0
17742,2016-10-02,271,2,4198.33,1,5,5,155,11,At Risk,RANDALL,ROMERO,M,"$30,000 ",Clerical,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
17743,2016-10-02,271,2,2791.5998,1,5,5,155,11,At Risk,GERALD,GOMEZ,M,"$30,000 ",Clerical,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
17744,2016-10-30,243,2,2772.4851,2,5,5,255,12,At Risk,CHAD,NATH,M,"$30,000 ",Clerical,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
17745,2016-12-12,200,1,39.55,2,1,1,211,4,Lost Customers,TANYA,SUAREZ,F,"$20,000 ",Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,0,40,At Risk,0.0,0.0,0.0
17746,2016-10-03,270,1,59.96,1,1,1,111,3,Lost Customers,CEDRIC,NATH,M,"$20,000 ",Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,0,40,At Risk,0.0,0.0,0.0
17747,2016-10-25,248,2,2765.5125,2,5,4,254,11,At Risk,FRANKLIN,XIE,M,"$30,000 ",Clerical,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
17748,2017-02-17,133,1,64.56,3,1,2,312,6,Needs Attention,GEOFFREY,KAPOOR,M,"$10,000 ",Manual,0.0,0.0,1.0,64.56,-1.0,-1.0,30,25,20,0,75,Critical,64.56,64.56,4842.0
17749,2017-02-07,143,1,138.5842,3,1,3,313,7,Needs Attention,LEAH,WU,F,"$10,000 ",Manual,0.0,0.0,1.0,138.5842,-1.0,-1.0,30,25,20,0,75,Critical,138.5842,138.5842,10393.815
17750,2016-10-21,252,2,2910.5125,2,5,5,255,12,At Risk,SHAWNA,JAI,F,"$20,000 ",Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
17751,2016-11-18,224,1,123.48,2,1,3,213,6,Lost Customers,ISAIAH,BAILEY,M,"$20,000 ",Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,0,40,At Risk,0.0,0.0,0.0
17752,2016-12-30,182,2,2799.4748,2,5,5,255,12,At Risk,DEANNA,HERNANDEZ,F,"$20,000 ",Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
17753,2016-11-22,220,2,3129.24,2,5,5,255,12,At Risk,KENDRA,SANZ,F,"$30,000 ",Clerical,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
17754,2016-12-17,195,2,2755.4175,2,5,4,254,11,At Risk,STEPHANIE,KING,F,"$30,000 ",Clerical,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
17755,2016-11-14,228,2,2790.5125,2,5,5,255,12,At Risk,ZOE,COX,F,"$30,000 ",Clerical,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
17756,2016-12-02,210,2,2734.3775,2,5,4,254,11,At Risk,JILL,ASHE,F,"$30,000 ",Clerical,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
17757,2017-05-23,38,2,108.0273,5,5,2,552,12,Loyal Customers,SETH,HAYES,M,"$20,000 ",Manual,2.0,108.0273,0.0,0.0,0.0,0.0,0,0,0,0,0,Healthy,0.0,0.0,0.0
17758,2017-01-27,154,1,64.53999999999999,3,1,2,312,6,Needs Attention,LINDA,GILL,F,"$20,000 ",Manual,0.0,0.0,1.0,64.53999999999999,-1.0,-1.0,30,25,20,0,75,Critical,64.53999999999999,64.53999999999999,4840.499999999999
17759,2016-12-13,199,1,104.53,2,1,2,212,5,Lost Customers,KRISTOPHER,SANCHEZ,M,"$20,000 ",Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,0,40,At Risk,0.0,0.0,0.0
17760,2017-06-19,11,2,134.5,5,5,3,553,13,Loyal Customers,DIANA,ROMERO,F,"$20,000 ",Manual,2.0,134.5,0.0,0.0,0.0,0.0,0,0,0,0,0,Healthy,0.0,0.0,0.0
17761,2016-11-22,220,2,3939.6098,2,5,5,255,12,At Risk,KRISTOPHER,SAI,M,"$30,000 ",Clerical,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
17762,2016-11-10,232,2,3936.5425,2,5,5,255,12,At Risk,RACHEL,RODRIGUEZ,F,"$10,000 ",Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
17763,2017-04-11,80,2,75.86,4,5,2,452,11,Loyal Customers,JACQUELYN,MARTIN,F,"$20,000 ",Manual,1.0,49.98,0.0,0.0,0.0,0.0,10,0,0,0,10,Healthy,0.0,0.0,0.0
17764,2016-11-15,227,2,3905.5225,2,5,5,255,12,At Risk,TERRANCE,GARCIA,M,"$30,000 ",Clerical,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
17765,2016-11-10,232,2,3933.4851,2,5,5,255,12,At Risk,VALERIE,ZHANG,F,"$30,000 ",Clerical,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
17766,2017-05-27,34,3,3891.8113,5,5,5,555,15,Champions,JAKE,XU,M,"$40,000 ",Clerical,1.0,2115.3796,0.0,0.0,0.0,0.0,0,0,0,5,5,Healthy,0.0,0.0,0.0
17767,2017-06-17,13,3,3873.1671,5,5,5,555,15,Champions,TOMMY,RAJE,M,"$40,000 ",Clerical,1.0,2101.3896,1.0,771.34,0.0,1.7243363497290427,0,0,0,5,5,Healthy,0.0,0.0,0.0
17768,2016-11-14,228,2,3929.6487,2,5,5,255,12,At Risk,LUIS,PARKER,M,"$10,000 ",Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
17769,2016-12-05,207,2,3934.8225,2,5,5,255,12,At Risk,NATHAN,MARTIN,M,"$10,000 ",Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
17770,2016-12-04,208,2,2729.3875,2,5,4,254,11,At Risk,GRANT,XIE,M,"$10,000 ",Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
17771,2016-08-10,324,1,73.6142,1,1,2,112,4,Lost Customers,HOLLY,CHANDRA,F,"$10,000 ",Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,0,40,At Risk,0.0,0.0,0.0
17772,2016-11-14,228,2,2856.7721,2,5,5,255,12,At Risk,LEONARD,ANDERSEN,M,"$20,000 ",Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
17773,2016-12-30,182,2,2749.4948,2,5,4,254,11,At Risk,CRYSTAL,LIN,F,"$10,000 ",Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
17775,2016-12-07,205,2,2822.8875,2,5,5,255,12,At Risk,RICKY,MORENO,M,"$20,000 ",Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
17776,2016-12-29,183,2,110.4542,2,5,2,252,9,At Risk,DIANA,JIMENEZ,F,"$20,000 ",Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,0,40,At Risk,0.0,0.0,0.0
17777,2016-12-08,204,2,4177.9842,2,5,5,255,12,At Risk,ARMANDO,ALVAREZ,M,"$30,000 ",Clerical,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
17778,2017-06-10,20,3,3947.1541,5,5,5,555,15,Champions,KARI,PRASAD,F,"$40,000 ",Clerical,1.0,2186.3866,1.0,760.33,0.0,1.875575868372943,0,0,0,5,5,Healthy,0.0,0.0,0.0
17779,2017-06-21,9,3,4041.9019,5,5,5,555,15,Champions,MADISON,PATTERSON,F,"$40,000 ",Clerical,1.0,2225.1544,1.0,816.3100000000001,0.0,1.7258693388541115,0,0,0,5,5,Healthy,0.0,0.0,0.0
17780,2017-06-11,19,3,3862.2744,5,5,5,555,15,Champions,ALISHA,HUANG,F,"$40,000 ",Clerical,2.0,2861.8369000000002,0.0,0.0,0.0,0.0,0,0,0,5,5,Healthy,0.0,0.0,0.0
17781,2017-05-03,58,3,6947.098,4,5,5,455,14,Champions,JAKE,SHE,M,"$40,000 ",Clerical,2.0,4503.7480000000005,0.0,0.0,0.0,0.0,0,0,0,5,5,Healthy,0.0,0.0,0.0
17782,2017-01-16,165,2,3021.0425,3,5,5,355,13,Needs Attention,CASEY,SHAN,F,"$40,000 ",Clerical,0.0,0.0,1.0,839.48,-1.0,-1.0,30,25,20,5,80,Critical,839.48,839.48,67158.4
